"All Outlinks"
"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow"
"CSS","https://iihnordic.com/","https://fonts.googleapis.com/css?family=Poppins:300,regular,500,600,700&subset=latin%2Clatin-ext","0","","","200","OK","true"
"JS","https://iihnordic.com/","https://iihnordic.com/wp-includes/js/jquery/jquery.js?ver=1.12.4","0","","","200","OK","true"
"JS","https://iihnordic.com/","https://iihnordic.com/wp-content/plugins/flow-flow/js/require-utils.js?ver=3.2.0","0","","","200","OK","true"
"JS","https://iihnordic.com/","https://iihnordic.com/wp-content/cache/autoptimize/js/autoptimize_548134e2aaab5872b285bf08dcc6e3f8.js","0","","","200","OK","true"
"HTML Canonical","https://iihnordic.com/","https://iihnordic.com/","111707","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/","https://iihnordic.dk/","111552","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/","https://iihnordic.com/","111707","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/","https://iihnordic.se/","108498","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/","https://iihnordic.no/","108391","","","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/","111707","IIH Nordic","","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/about-us/","85794","","About Us","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/about-us/we-are-iih-nordic/","173353","","We are IIH Nordic","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/about-us/career/","77171","","Career","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/about-us/4-days-work-week/","92370","","4 Day Work Week","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/services/","94093","","Services","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/services/strategy/","87141","","Strategy","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/services/data-insights/","110546","","Data & Insights","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/services/digital-marketing/","114457","","Digital Marketing","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/education/","96389","","Education","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/cases/","132090","","Cases","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/technology/","106843","","Technology","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/events/","89206","","Events","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/events/web-analytics-wednesday/","100711","","Web Analytics Wednesday","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/events/measure-camp/","75667","","Measure Camp","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/events/digital-impact-forum/","106149","","Digital Impact Forum","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/","100563","","Blog","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/contact/","83939","","Contact","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","Menu","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","Getting Started with Artificial Intelligence","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/machine-learning/","88195","","Machine Learning","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/does-machine-learning-make-sense-for-your-business/","91287","","a previous blog pos","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","0 Comments","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","Cancel reply","200","OK","false"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/tensorflow-brings-machine-learning-everywhere/","91690","","Tensorflow brings machine learning everywhere","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/machine-learning-meets-the-cloud-intelligent-prefetching/","100852","","Machine Learning meets the Cloud: Intelligent Prefetching","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","Getting Started with Artificial Intelligence","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/work-digital-analytics-gdpr/","92910","","How to work with digital analytics after GDPR","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/does-machine-learning-make-sense-for-your-business/","91287","","Does Machine Learning make sense for your Business? Yes!","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/machine-learning-meets-the-cloud-intelligent-prefetching/","100852","","Machine Learning meets the Cloud: Intelligent Prefetching","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/business-intelligence/","75459","","Business Intelligence","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/content-marketing/","75176","","Content Marketing","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/google-adwords/","75431","","Google AdWords","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/google-analytics/","78496","","Google Analytics","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/machine-learning/","88195","","Machine Learning","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/news/","75803","","News","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/seo/","75168","","SEO","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/social/","75853","","Social Media","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/tag-management-systems/","79200","","Tag Management Systems","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/category/analytics/","75859","","Web Analytics","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/about-us/cookies/","75181","","Cookies","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/about-us/terms-of-use/","77605","","Terms of Use","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/about-us/privacy-policy/","75074","","Privacy","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/work-digital-analytics-gdpr/","92910","","How to work with digital analytics after GDPR","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/machine-learning-meets-the-cloud-intelligent-prefetching/","100852","Machine Learning Meets The Cloud: Intelligent Prefetching","Machine Learning meets the Cloud: Intelligent Prefetching","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","Scroll to top","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.dk/blog/kom-godt-igang-med-artificial-intelligence/","96061","","Danish","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","http://www.facebook.com/sharer.php?u=https://iihnordic.com/blog/getting-started-artificial-intelligence/&t=Getting%20Started%20with%20Artificial%20Intelligence","0","","Share on Facebook","307","HSTS Policy","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://twitter.com/share?text=Getting%20Started%20with%20Artificial%20Intelligence&url=https://iihnordic.com/?p=5611","","","Share on Twitter","","","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://plus.google.com/share?url=https://iihnordic.com/blog/getting-started-artificial-intelligence/","0","","Share on Google+","302","Found","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","http://linkedin.com/shareArticle?mini=true&title=Getting%20Started%20with%20Artificial%20Intelligence&url=https://iihnordic.com/blog/getting-started-artificial-intelligence/","","","Share on Linkedin","","","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","http://www.frictionless-commerce.com/","","","Rishi Rawat","","","false"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"IMG","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-sans.png","15724","IIH Nordic","","200","OK","true"
"IMG","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/uploads/chess-316658_1280.png","260826","","","200","OK","true"
"IMG","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/uploads/Artificial-Intelligence-approaches-1030x531.png","140832","","","200","OK","true"
"IMG","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/uploads/gdpr-post-80x80.png","6910","","","200","OK","true"
"IMG","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/uploads/Machine-Learning-Meets-The-Cloud-80x80.png","4392","Machine Learning Meets The Cloud: Intelligent Prefetching","","200","OK","true"
"CSS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_0d8acfe9397f6e73eb6e9659710bd994.css","0","","","200","OK","true"
"CSS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_8e04b3ee5cd6c41e7be5498ccdffe25c.css","1636","","","200","OK","true"
"CSS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_fb0a95a1ed5dcf43010c1bee755162fe.css","1099","","","200","OK","true"
"CSS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://fonts.googleapis.com/css?family=Lato:300,400,700","0","","","200","OK","true"
"CSS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://fonts.googleapis.com/css?family=Poppins:300,regular,500,600,700&subset=latin%2Clatin-ext","0","","","200","OK","true"
"JS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-includes/js/jquery/jquery.js?ver=1.12.4","0","","","200","OK","true"
"JS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/plugins/flow-flow/js/require-utils.js?ver=3.2.0","0","","","200","OK","true"
"JS","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/wp-content/cache/autoptimize/js/autoptimize_afae766354132bc377aad791e9782bf6.js","0","","","200","OK","true"
"HTML Canonical","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.dk/blog/kom-godt-igang-med-artificial-intelligence/","96061","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/blog/getting-started-artificial-intelligence/","https://iihnordic.com/blog/getting-started-artificial-intelligence/","94268","","","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/","111707","IIH Nordic","","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/about-us/","85794","","About Us","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/about-us/we-are-iih-nordic/","173353","","We are IIH Nordic","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/about-us/career/","77171","","Career","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/about-us/4-days-work-week/","92370","","4 Day Work Week","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/services/","94093","","Services","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/services/strategy/","87141","","Strategy","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/services/data-insights/","110546","","Data & Insights","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/services/digital-marketing/","114457","","Digital Marketing","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/education/","96389","","Education","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/cases/","132090","","Cases","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/technology/","106843","","Technology","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/events/","89206","","Events","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/events/web-analytics-wednesday/","100711","","Web Analytics Wednesday","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/events/measure-camp/","75667","","Measure Camp","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/events/digital-impact-forum/","106149","","Digital Impact Forum","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/blog/","100563","","Blog","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/contact/","83939","","Contact","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/education/","96389","","Menu","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=247","0","","","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=255","0","","","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=240","0","","","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=318","0","","","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=376","0","","","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=381","0","","","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/education/data-studio-workshop/","102370","","","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=250","0","","","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/education/","96389","","Previous","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/education/","96389","","Next","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/education/","96389","","Contact us to hear more about our tailored courses","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/?page_id=1929","0","","Read more about our SEO-erfa group","404","Not Found","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/contact/","83939","","Contact us to learn mroe","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/about-us/cookies/","75181","","Cookies","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/about-us/terms-of-use/","77605","","Terms of Use","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/about-us/privacy-policy/","75074","","Privacy","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.com/education/","96389","","Scroll to top","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/education/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/","96932","","Danish","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.se/utbildning/","101065","","Swedish","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.no/utdanning/","100180","","Norwegian","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/social-media-kursus/","119269","","Social Media","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/seo-kursus/","119530","","SEO Basic Kursus","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/digital-strategi-kursus/","113105","","Digital Strategi Kursus","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/google-analytics-kursus/","125771","","Google Analytics Basic","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/seo-advanced-kursus/","116798","","SEO Advanced Kursus","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/google-adwords-kursus/","124894","","Google AdWords","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/seo-kursus/","119530","","SEO Basic Kursus","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://iihnordic.dk/uddannelse/google-analytics-advanced-kursus/","115234","","Google Analytics Advanced","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/education/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/education/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"IMG","https://iihnordic.com/education/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-sans.png","15724","IIH Nordic","","200","OK","true"
"IMG","https://iihnordic.com/education/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-white.png","6722","","","200","OK","true"
"IMG","https://iihnordic.com/education/","https://iihnordic.com/wp-content/uploads/Udd.jpg","100108","","","200","OK","true"
